total_objects,productive_count,distracting_count,neutral_count,productive_ratio,distracting_ratio,focused_score,avg_object_area,total_area_coverage,avg_confidence,clutter_score,has_laptop,has_phone,has_book,has_person,label
3,3,1,2,0.5914500646099694,0.27261039278081034,0.20067206688806571,0.1056181735039757,0.32699074113548043,0.6776064992093724,0.1386265729174586,0,0,1,0,1
3,2,0,1,0.6133371793062327,0.00552831562146524,0.4593444703355074,0.1340121502741219,0.217645363433559,0.65384919702715,0.2507397668101038,1,0,1,1,1
5,2,1,1,0.7834288018410518,0.14207216653052654,0.234752276335279,0.057469441775785404,0.3557243977595943,0.8970445118251942,0.2352104514373509,1,0,1,0,1
2,4,0,1,0.6487334116954898,0.2456356930071281,0.35150524981302933,0.05010294798456334,0.14768148498302697,0.7405618250305753,0.28886072699156595,0,1,1,1,1
4,3,0,1,0.5920214732125736,0.039400537922813415,0.7208325935193758,0.1463236653440132,0.10939069412425488,0.8193810200921057,0.28190490218956366,1,1,1,1,1
4,2,1,1,0.5919818423564345,0.06393141120752499,0.21868044973070683,0.11516668253758851,0.21055790311712835,0.8593074749518912,0.19464198133831143,1,0,1,1,1
4,4,1,1,0.8044095963771996,0.18786609648942462,0.27874692660943257,0.0532526179491252,0.3762543543447061,0.7849950943562214,0.25930745819523526,1,0,0,1,1
5,2,1,0,0.5643301876312761,0.1954558400406794,0.39555527837124493,0.10902639388856225,0.2299740246914967,0.8953054222208712,0.12991612853351314,1,0,1,1,1
3,4,0,0,0.8440489588756819,0.23395529666800494,0.2237712952090143,0.0980506947257829,0.13147905352545247,0.6726135047587583,0.29733251865342925,0,0,1,1,1
3,3,1,0,0.7070846573538846,0.026359949743450007,0.4103761587255085,0.05332031087913666,0.12357354914650623,0.7190769828604788,0.12654315080861206,1,0,1,0,1
4,2,1,2,0.5496879866912238,0.2688663908055115,0.5568659824261617,0.1116604581862474,0.2838832524596818,0.6896507659011941,0.2870403630598919,1,0,1,1,1
4,4,0,1,0.8269191079849976,0.13569548535549003,0.586146617117915,0.10264026609361132,0.31947685652659963,0.6244889946091768,0.11207041679811276,1,0,1,0,1
4,3,1,0,0.5728471662754797,0.23690955214274373,0.5952246653005258,0.0998195716453139,0.26660906528128936,0.8157605334816791,0.14569094826625975,1,1,1,0,1
5,0,2,2,0.012261000882322426,0.5030731554044855,-0.4761639302824786,0.18419270064900567,0.5908676279065233,0.7228119563599944,0.5701973337792302,0,1,1,0,0
3,0,2,2,0.29010306416605464,0.5946675765698812,-0.18860373334283764,0.18808422368135103,0.46868837074938213,0.5830483391705155,0.636940131437345,1,1,0,1,0
3,0,3,2,0.0718732435480968,0.49501732996955106,-0.12002343417085226,0.10171723432513878,0.6417540373478317,0.6476833569344105,0.49889242976127085,1,1,0,0,0
4,0,3,1,0.1564326146607043,0.7877649289341151,-0.6193065971092108,0.1588083997449551,0.4300760256898779,0.7320419377059803,0.45234946428733996,1,1,0,0,0
4,0,3,2,0.05830262729790068,0.5797735340854951,-0.38848094022272917,0.19383000258217206,0.40101111283016766,0.6077752243748737,0.5517434359689696,1,1,0,1,0
6,1,4,3,0.22325609983754516,0.615962335800885,-0.7760685638425893,0.1984031576428594,0.3491883234118507,0.569339273728294,0.4206787348966108,1,1,0,0,0
3,0,4,2,0.2752831463466382,0.5589515953857604,-0.46407204288554876,0.1623161283179581,0.30695191607419187,0.5969391971210836,0.7892390992281386,0,1,0,0,0
6,0,3,1,0.05741694481575715,0.7759279167707367,-0.2869707571610607,0.09948582735947852,0.37533963350624056,0.719248842461263,0.4624655379168696,0,1,0,1,0
4,0,3,2,0.19886990560337092,0.6471388960804856,-0.19176651086489727,0.14847316959665957,0.3121548238787347,0.7792846086520934,0.6758107004126245,1,1,0,0,0
7,0,3,2,0.26313812184121443,0.7997654903082667,-0.7662515727976108,0.19726090210655808,0.4627631842891482,0.7612260351011777,0.7129541936233095,0,1,1,0,0
6,1,4,2,0.36055025983537775,0.7511564636165311,-0.577962998264221,0.18426807506486853,0.45026890075269055,0.5890607823680842,0.6596298635177573,0,1,0,1,0
5,1,2,1,0.23859418999416865,0.6182747553981894,-0.48890638307415896,0.08176004684555166,0.5348246830804604,0.5505333155428159,0.6570303875788759,1,1,0,1,0
4,1,2,1,0.13649913105046255,0.5520782475143429,-0.5208240533721697,0.14962068430727987,0.5134410186907513,0.6823715278380335,0.7059533046168514,1,1,1,0,0
5,0,4,1,0.3592122195799948,0.4973929186305197,-0.15107581864258535,0.0872320868347473,0.6737744107222057,0.6054868061718903,0.44056833137968665,0,1,0,0,0
6,0,3,2,0.28646026968927746,0.5090496002934135,-0.5105156289322539,0.0946263312004337,0.3724597398138721,0.7043353561894948,0.4725753390782508,0,1,0,1,0
4,1,3,3,0.3262994574017124,0.5494038732153551,-0.43145056409235333,0.09347652132934631,0.30103360593799294,0.6913955617379893,0.6060700681334927,0,1,0,0,0
3,0,3,1,0.09474822358979283,0.7122102060975448,-0.6076357751163047,0.17871371822164142,0.46949530145950513,0.7002649697874411,0.4382141255338673,1,1,0,0,0
5,1,3,1,0.08669592003631027,0.4382858222080647,-0.7834529897675646,0.15703658005319193,0.5428376144355123,0.664009223814221,0.4927788384463902,0,1,0,1,0
5,0,2,2,0.16172750724171686,0.571279845970246,-0.2976815640392766,0.16309233815892438,0.6965023974808753,0.5385182868362376,0.44164385975366655,1,1,0,0,0
7,0,4,1,0.12934862484620832,0.49066256089079524,-0.5515025859176439,0.0883308611295312,0.5076239163633081,0.5202837690776645,0.7201426031289446,0,1,1,1,0
6,0,3,3,0.07612994512762712,0.42093555031460334,-0.5350665035598916,0.12355331262151904,0.6981921962817028,0.6339057053592927,0.5334278197888802,0,0,1,1,0
3,0,3,2,0.16907564535847583,0.7287225775604348,-0.7991343241684135,0.11610237300239061,0.6924945497377215,0.6424659630518657,0.5530105120976033,0,1,0,1,0
6,0,2,2,0.20838319090881688,0.649434275201104,-0.7376128975187884,0.17063245045961695,0.3510853934540939,0.7478202890757586,0.7128112350681544,1,0,0,0,0
4,0,2,2,0.3747831292124251,0.6215208962849506,-0.5861329825393835,0.12763778204891402,0.47888101620193424,0.6801783000081852,0.6062717710785992,1,1,1,1,0
4,1,4,1,0.04654655915419044,0.7269798833964767,-0.533563694566394,0.18535691845340835,0.6472226760429801,0.7417776200352864,0.7160121745228246,0,0,0,0,0
4,0,3,2,0.39024408034396596,0.6563888309381328,-0.22426360545594737,0.09590296072902181,0.6448057929090489,0.7768271571540184,0.5948247675275744,1,1,0,1,0
3,1,2,1,0.14701376891661258,0.42726892375419745,-0.7819316651353592,0.09621995469857873,0.6852460446356695,0.6648588607685051,0.786328864461288,0,1,0,0,0
6,0,3,1,0.007075123845302889,0.641021265537146,-0.5446412465988294,0.12637530093909766,0.5257764362715529,0.5575347366775582,0.48470214026619135,0,1,0,0,0
5,0,4,1,0.04855397576897156,0.5213100590270383,-0.7292679322925474,0.16305936100329582,0.3249167192520251,0.6528266384449369,0.7986787415411908,1,1,0,1,0
6,1,4,2,0.05228415069607979,0.7546416860961868,-0.4851507458250742,0.10335470141849182,0.4471037403509158,0.6242389257586781,0.7310151582267498,1,1,0,0,0
5,0,3,2,0.10392528349801369,0.704115929248854,-0.7040232059897007,0.144237215774311,0.38608074880689497,0.503636232393168,0.4964805830398166,1,1,1,0,0
5,0,4,3,0.19973353399144733,0.5064077112021523,-0.6955335554348767,0.09526397152249395,0.645864156856167,0.5730433905214601,0.6606842591643873,1,1,1,0,0
4,0,2,1,0.04085981186301524,0.6634768584829774,-0.14001820101071671,0.17706601539635938,0.33056674377522055,0.583810314180415,0.7721275539351296,0,1,1,0,0
5,1,2,3,0.35575636645153774,0.5802478626919032,-0.18227839168073012,0.09268321758875289,0.6953101084000525,0.6329819262330855,0.41913232815764223,0,1,0,1,0
5,1,2,1,0.2034317157790314,0.5550380925931079,-0.476637144330331,0.1989906090644329,0.688299983068268,0.782694616901958,0.7135370707070696,0,1,0,1,0
4,1,4,1,0.11817791099096811,0.7076892591352535,-0.36273550180201536,0.1258327567583475,0.382274904878222,0.5364159254478219,0.6460051872155467,1,1,0,0,0
4,1,2,3,0.3919881317435403,0.6407526358545289,-0.39230413925492746,0.16976878153154384,0.6247079152360551,0.6969435821994509,0.45123829854648,0,1,0,0,0
5,1,3,1,0.06547352058612059,0.5095165230056427,-0.15017772700599608,0.16111787307036265,0.4984191354719546,0.503814466996068,0.7969661601957881,1,1,1,0,0
4,0,2,2,0.184215798909656,0.7367994211560247,-0.2900565259868707,0.17317369357996698,0.5624647350724286,0.5532286308409121,0.6180107675587754,1,1,0,0,0
7,0,4,3,0.38605189685079866,0.5953576520259759,-0.6945267246030858,0.12108603632402559,0.4653665797181046,0.7274555033229613,0.6973695144306438,1,0,0,0,0
6,0,2,1,0.0640286539818292,0.584622989767916,-0.7934678661210347,0.10960146374259477,0.590584686045202,0.7975429854048091,0.4396712398348864,0,1,0,1,0
5,0,3,1,0.15010396177706653,0.6154782669372156,-0.4330885804916864,0.18176573493569265,0.635985592112873,0.749804140804113,0.40441264570498636,1,1,0,1,0
5,0,3,3,0.17944425238181705,0.6888283752810949,-0.17966295367444785,0.15116532010241412,0.45661027927113174,0.6237865522545871,0.6782472585987227,0,1,0,1,0
6,0,4,3,0.1923891559544495,0.656930210362091,-0.7546024838619222,0.14959805449137575,0.5245938351838094,0.6681980283248513,0.6413950666385819,1,1,0,1,0
3,0,3,3,0.02342037169759168,0.5336953274784244,-0.2505721160219727,0.16492171216890988,0.6154459858689625,0.6551807169324828,0.5760795991821963,0,1,0,0,0
6,0,4,3,0.30663540958865737,0.6934463320169251,-0.5903895426556793,0.10081760891191488,0.555021305788092,0.6488499152339658,0.47130098676185667,1,1,0,1,0
4,1,2,1,0.22621998596857618,0.7918586860135535,-0.6842941223208778,0.16403023513334253,0.5343240583887607,0.6759437276566121,0.6790682510080301,1,1,0,1,0
4,0,2,1,0.18469312544495287,0.5923624003012279,-0.4953737205212503,0.19248239530590375,0.5824076030656098,0.6893511937870119,0.41993681111317666,1,1,0,0,0
3,1,3,1,0.3005500344116183,0.6627820625068559,-0.1303697652415794,0.08827496196277054,0.3228218884605017,0.58465612240796,0.5046822734943625,0,1,0,0,0
4,0,2,2,0.0261464630257541,0.5950284774693537,-0.7764704798717021,0.08751838441464255,0.6625749813377644,0.5417736113352786,0.6129682729100869,0,1,1,0,0
5,1,4,3,0.15737913862543662,0.7311473501288692,-0.24860088913060396,0.15493105357660736,0.49779245251803717,0.7938652521145271,0.45798602895192686,1,0,0,0,0
7,1,2,1,0.04563831395517335,0.46049873149397386,-0.6422781490341355,0.11011599936083577,0.6402464231364551,0.6683668364847575,0.6093563645497466,0,1,0,0,0
3,0,3,2,0.09045882063597631,0.738767491235424,-0.49995861712066697,0.09691515530261231,0.5656751658021669,0.5648271359555923,0.43902500409571993,1,1,0,0,0
6,0,3,3,0.020782631021707368,0.7145112797536133,-0.659045352504818,0.11103450018656466,0.3658825413729183,0.5990645194614492,0.7027006022754541,0,1,1,1,0
6,1,4,1,0.18049573767239524,0.7939958624563501,-0.2595912665830067,0.08326009054706718,0.3260818365041968,0.6391794130436999,0.7636880823446242,0,1,0,1,0
3,0,3,3,0.310244740370131,0.7857906615603247,-0.6573634786106177,0.14279955574336894,0.4148551832338302,0.7378563257101518,0.631037346352463,1,1,0,1,0
4,1,3,2,0.12670467082701067,0.7428717027995012,-0.16569972166396352,0.11322853848533707,0.6934085890860888,0.5422134584146275,0.480806267360996,0,1,0,0,0
6,1,3,2,0.03338563399575332,0.7529665473629356,-0.23747752519092535,0.1406248128291966,0.6868506461036681,0.62532829378253,0.7936441276145991,1,1,0,1,0
5,0,4,1,0.22390227345535305,0.6109598488490706,-0.296452464341589,0.18683096636213625,0.3317626338572118,0.7194489471021087,0.4749647776390329,1,1,0,1,0
6,0,4,2,0.3286547590841887,0.5837060788692856,-0.5495412142721907,0.139305493670036,0.6312997009748873,0.6005624142112618,0.46950463725429753,1,1,0,0,0
6,1,2,3,0.18014039156216508,0.6995305347853227,-0.3441966905828281,0.15451142809741175,0.44094997864386176,0.752434265925428,0.5885148669592659,1,1,0,1,0
4,0,4,3,0.06685280458848851,0.6621129638766633,-0.10578016798251277,0.08872050459320195,0.33083120478058425,0.6021140278000024,0.7465546057005369,0,1,0,1,0
7,1,3,1,0.30642591061412106,0.7153789373013195,-0.3345105675668033,0.11123442290792036,0.6628780122823319,0.7012196935717503,0.624176252392176,0,1,0,1,0
5,0,3,3,0.044288237330526274,0.5690193713247779,-0.7705827273800163,0.16878849449203165,0.6672306208796602,0.5840111988651469,0.7433366707196484,0,1,0,1,0
6,0,4,2,0.29066839682812934,0.5219004381544534,-0.21942373459880715,0.11378254380979161,0.6491015358264511,0.5337741171235811,0.6814743909843184,0,0,0,0,0
6,0,3,3,0.029696349195354577,0.4905405977365944,-0.2888276970368978,0.15185699556601898,0.325796508499667,0.7631718371486602,0.7509047051304718,0,1,1,1,0
7,1,2,2,0.17167303735854278,0.5071106701953337,-0.24758740738788798,0.14880192147622617,0.5635300280560283,0.575692174951822,0.48809012055092604,0,1,0,0,0
5,0,3,1,0.01005678331090909,0.6777801824522836,-0.7424550554017528,0.18928118953221676,0.4857732944902171,0.5412571324451046,0.5363262799159387,0,0,1,0,0
3,0,4,3,0.20494551101831626,0.4416899211233391,-0.5308420706486312,0.13852004823455175,0.560889703818189,0.7851593157758612,0.6402604266193423,1,1,0,0,0
3,1,2,1,0.18899734200260543,0.41825949820095354,-0.7019831317126777,0.11321771693495669,0.6886130763604202,0.5994041021309152,0.5928164232448331,0,1,0,0,0
